early_watch_score,homebuyer_fit_category,auction_year,parcel_number,situs_address,use_description,use_code,bed_bath_status,land_value,improvement_value,total_assessed_value,assessed_value_caution,amount_due,tax_years,certificate_listed_flag,publication_listed_flag,final_order_flag,sold_flag,current_stage_note,homebuyer_fit_note,next_due_diligence_step,ocr_review_required_flag,ocr_repair_applied_flag,ocr_review_reasons,source_page_refs,source_filenames
65,Likely residential home,2026,00383100201000,"16812 W LAKE GOODWIN RD STANWOOD, WA 98292-8967",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,284100.0,133500.0,417600.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $16,195.82",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p6,05_ 051426- Certificate of Delinquency (1).pdf
65,Likely residential home,2026,30041300300900,"9715 12TH AVE NW MARYSVILLE, WA 98271",Manufactured Home (Owned Site) -Real,118.0,Not yet loaded; future assessor enrichment needed.,329500.0,97100.0,426600.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $15,008.26",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p38,05_ 051426- Certificate of Delinquency (1).pdf
65,Likely residential home,2026,00935900001000,"9306 45TH DR NE MARYSVILLE, WA 98270-2281",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,238000.0,204000.0,442000.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $18,761.65",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p26-27,05_ 051426- Certificate of Delinquency (1).pdf
60,Likely residential home,2026,00551400008700,"11902 167TH DR NE ARLINGTON, WA 98223-5860",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,5000.0,0.0,5000.0,"Very low assessed value; high caution. Could indicate odd parcel, partial interest, land-only component, mobile-home/site issue, or source-value mismatch.",,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $1,874.37",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p17,05_ 051426- Certificate of Delinquency (1).pdf
60,Likely residential home,2026,00372900600104,"UNKNOWN UNKNOWN, NEAR LYNNWOOD",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,20000.0,0.0,20000.0,"Very low assessed value; high caution. Could indicate odd parcel, partial interest, land-only component, mobile-home/site issue, or source-value mismatch.",,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $2,402.54",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p4,05_ 051426- Certificate of Delinquency (1).pdf
58,Condo / attached residential,2026,00667600510400,4807 180TH ST SW UNIT E104 LYNNWOOD 98037-3661,Single Family Residence Condominium Multiple -Real,143.0,Not yet loaded; future assessor enrichment needed.,61000.0,226000.0,287000.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $10,861.63",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p22-23,05_ 051426- Certificate of Delinquency (1).pdf
58,Condo / attached residential,2026,00672801601000,"7209 224TH ST SW UNIT P-10 EDMONDS, WA 98026-8385",Single Family Residence Condominium Multiple -Real,143.0,Not yet loaded; future assessor enrichment needed.,102000.0,200000.0,302000.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $11,078.09",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p23,05_ 051426- Certificate of Delinquency (1).pdf
58,Condo / attached residential,2026,01081300120600,"21301 48TH AVE W #A206 MOUNTLAKE TERRACE, WA 98043",Condominium Conversion,145.0,Not yet loaded; future assessor enrichment needed.,73000.0,244000.0,317000.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $12,313.07",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p28,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00479900300400,"414 AVENUE A INDEX, WA 98256",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,344500.0,127300.0,471800.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $13,547.48",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p14,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00858700003300,"4029 140TH ST NW MARYSVILLE, WA 98271",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,347000.0,132700.0,479700.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $17,093.77",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p25,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00697100003600,"704 19TH ST SNOHOMISH, WA 98290-1448",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,392700.0,102800.0,495500.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $22,830.67",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p23-24,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00432000003500,"9216 GOBLIN LN EVERETT, WA 98208-2428",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,400000.0,99600.0,499600.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $21,738.22",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p8,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,32062800201800,"13520 JIM CREEK RD ARLINGTON, WA 98223-4820",Manufactured Home (Owned Site) -Real,118.0,Not yet loaded; future assessor enrichment needed.,434300.0,77400.0,511700.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $19,622.19",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p42,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00665600001600,"4432 127TH PL NE MARYSVILLE, WA 98271-8747",Single Family Residence - Detached -Real Single Family Residence,111.0,Not yet loaded; future assessor enrichment needed.,301000.0,229300.0,530300.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,628.68",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p22,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00703000003600,23025 105TH AVE SE WOODINVILLE 98077-8006,Manufactured Home (Owned Site) -Real,118.0,Not yet loaded; future assessor enrichment needed.,499800.0,42100.0,541900.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $20,930.91",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p24,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00524100000500,"5801 236TH ST SW MOUNTLAKE TERRACE, WA 98043-5119",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,424100.0,118400.0,542500.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $20,222.02",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p15,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,28041300209300,"712 90TH ST SW EVERETT, WA 98204-1619",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,362000.0,188300.0,550300.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $18,982.88",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p31-32,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,27051500105200,"UNKNOWN UNKNOWN, NEAR SNOHOMISH",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,557900.0,0.0,557900.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $19,299.37",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p29-30,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,29052500200200,"8604 20TH ST SE LAKE STEVENS, WA 98258",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,362800.0,195200.0,558000.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $23,375.99",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p35-36,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00828200002300,"7016 76TH DR NE MARYSVILLE, WA 98270-6553",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,299700.0,278700.0,578400.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $17,358.20",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p25,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00819900003100,"9730 12TH PL SE LAKE STEVENS, WA 98258",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,365000.0,216300.0,581300.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $27,744.13",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p24-25,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00680700000300,"425 93RD DR SE LAKE STEVENS, WA 98258",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,363900.0,220300.0,584200.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2026 Amount due as of May 14th, 2026: $18,567.65",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p23,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00373701002404,"16004 MOTOR PL LYNNWOOD, WA 98087-6513",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,460600.0,143400.0,604000.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $24,026.09",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p5,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,01040200001300,"7811 87TH ST NE MARYSVILLE, WA 98270",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,293600.0,324300.0,617900.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2018 - 2019 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $27,563.86",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p27,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,01023000000500,"23724 80TH CT W EDMONDS, WA 98026",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,383700.0,237700.0,621400.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $23,599.69",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p27,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00539300000200,"714 110TH PL SE EVERETT, WA 98208-4029",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,403800.0,228900.0,632700.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $24,830.67",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p16-17,05_ 051426- Certificate of Delinquency (1).pdf
